CustomerID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,JoinDate,LastPaymentDate,CancellationDate
CUST12651,1,Q4,No,1,30,Offer E,No,36.4,Yes,Fiber Optic,258.3,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,104.65,3158.53,9.0,6.65,45.91,2022-06-30,2024-12-26,
CUST12652,1,Q2,No,1,6,Offer E,No,29.49,No,Fiber Optic,207.3,No,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,53.72,364.2,13.73,7.09,68.88,2024-06-30,2024-12-17,
CUST12653,1,Q2,Yes,0,43,Offer B,Yes,25.8,No,No,191.6,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,100.18,4324.26,19.06,2.99,71.2,2021-05-31,2024-12-21,
CUST12654,1,Q2,No,2,11,Offer C,No,20.0,No,DSL,106.5,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,99.05,1132.64,7.06,7.0,14.27,2024-01-31,2024-12-19,2024-08-06
CUST12655,1,Q1,No,1,15,Offer E,Yes,8.26,Yes,DSL,125.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,69.96,1050.4,24.9,8.2,14.75,2023-09-30,2024-12-15,
CUST12656,1,Q3,No,2,60,Offer E,No,20.46,Yes,Fiber Optic,87.8,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Mailed Check,67.45,4064.52,0.67,11.67,1.39,2019-12-31,2024-12-15,
CUST12657,1,Q3,No,0,51,Offer B,Yes,19.42,No,Fiber Optic,173.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,112.96,5807.24,15.27,11.36,50.63,2020-09-30,2024-12-04,
CUST12658,1,Q1,No,0,7,Offer C,Yes,39.25,No,DSL,96.5,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,119.79,868.68,16.27,14.44,76.38,2024-05-31,2024-12-12,
CUST12659,1,Q4,Yes,3,31,Offer E,No,6.12,No,DSL,80.1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,117.67,3665.85,9.96,2.79,34.98,2022-05-31,2024-12-09,
CUST12660,1,Q1,No,0,44,Offer C,Yes,34.67,No,DSL,185.9,Yes,Yes,No,Yes,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,108.41,4815.6,9.27,11.96,48.35,2021-04-30,2024-12-06,
CUST12661,1,Q4,No,0,55,Offer E,No,6.92,No,Fiber Optic,254.6,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,83.69,4627.45,7.68,1.01,62.11,2020-05-31,2024-12-19,
CUST12662,1,Q3,No,2,48,Offer E,Yes,39.7,Yes,DSL,189.9,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,45.11,2165.46,14.26,14.86,7.67,2020-12-31,2024-12-13,
CUST12663,1,Q4,No,0,7,Offer C,No,19.57,No,No,31.6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,67.45,482.19,13.7,8.06,26.16,2024-05-31,2024-12-06,
CUST12664,1,Q2,No,2,31,Offer D,Yes,14.2,No,Fiber Optic,238.1,No,Yes,No,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,70.33,2209.58,4.11,9.24,72.28,2022-05-31,2024-12-23,2023-07-21
CUST12665,1,Q1,Yes,0,47,Offer B,Yes,24.67,Yes,DSL,151.3,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,45.05,2134.28,21.81,10.96,18.83,2021-01-31,2024-12-07,
CUST12666,1,Q3,Yes,2,24,Offer B,No,33.93,No,Fiber Optic,79.3,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,107.44,2603.12,23.44,1.78,40.13,2022-12-31,2024-12-23,
CUST12667,1,Q2,Yes,1,11,None,Yes,16.48,No,Cable,283.7,Yes,No,No,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,61.14,684.52,14.63,9.06,49.28,2024-01-31,2024-12-24,
CUST12668,1,Q4,No,2,48,Offer D,No,9.3,No,No,290.2,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,81.94,3946.93,24.68,8.6,2.97,2020-12-31,2024-12-26,
CUST12669,1,Q3,Yes,1,46,None,No,26.14,Yes,Fiber Optic,186.6,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,96.4,4441.48,17.33,3.41,71.68,2021-02-28,2024-12-25,
CUST12670,1,Q2,No,1,48,Offer E,No,32.74,Yes,DSL,221.6,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,92.12,4428.94,19.25,6.82,9.02,2020-12-31,2024-12-21,2022-06-01
CUST12671,1,Q2,Yes,2,41,None,Yes,17.69,Yes,Fiber Optic,185.1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,79.38,3271.64,13.34,10.72,43.29,2021-07-31,2024-12-09,
CUST12672,1,Q2,No,2,41,Offer A,No,18.15,No,No,154.6,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,62.78,2612.97,9.08,6.66,59.51,2021-07-31,2024-12-09,
CUST12673,1,Q3,Yes,0,19,Offer A,No,28.2,No,Fiber Optic,32.4,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,60.73,1200.7,22.25,6.34,76.11,2023-05-31,2024-12-17,
CUST12674,1,Q3,No,0,60,Offer A,Yes,36.8,No,No,245.2,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.52,3118.68,8.22,4.2,69.12,2019-12-31,2024-12-23,
CUST12675,1,Q1,Yes,2,69,Offer A,Yes,7.79,Yes,Fiber Optic,104.8,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,54.29,3747.47,14.73,14.76,72.61,2019-03-31,2024-12-12,
CUST12676,1,Q3,No,2,37,Offer D,No,8.6,No,DSL,147.2,Yes,No,Yes,No,Yes,Yes,No,No,One Year,No,Mailed Check,112.77,4209.57,11.52,13.72,67.24,2021-11-30,2024-12-04,
CUST12677,1,Q3,Yes,1,55,Offer A,Yes,12.86,No,Fiber Optic,78.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,46.13,2583.8,12.89,5.29,37.5,2020-05-31,2024-12-21,
CUST12678,1,Q1,Yes,0,46,Offer B,No,36.96,Yes,Fiber Optic,201.9,Yes,No,Yes,Yes,No,Yes,No,No,Two Year,Yes,Credit Card,110.96,5138.18,13.69,13.55,2.36,2021-02-28,2024-12-25,
CUST12679,1,Q4,Yes,0,63,Offer A,Yes,6.13,No,DSL,295.2,Yes,Yes,No,No,Yes,No,Yes,No,One Year,No,Bank Withdrawal,91.28,5792.82,11.12,9.86,66.16,2019-09-30,2024-12-09,
CUST12680,1,Q4,Yes,2,64,None,No,32.32,Yes,No,52.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Mailed Check,50.73,3254.13,15.04,7.5,30.26,2019-08-31,2024-12-19,2019-12-19
CUST12681,1,Q1,Yes,0,13,Offer A,No,39.28,Yes,No,111.4,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,114.76,1496.75,13.48,13.05,16.6,2023-11-30,2024-12-07,
CUST12682,1,Q1,No,0,42,Offer B,No,38.93,No,No,206.5,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,118.69,5025.13,21.65,1.23,62.33,2021-06-30,2024-12-26,
CUST12683,1,Q3,Yes,0,45,Offer E,No,6.26,No,Cable,150.4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,82.11,3726.87,12.57,7.94,49.37,2021-03-31,2024-12-02,
CUST12684,1,Q3,Yes,0,64,None,No,21.55,Yes,Cable,180.5,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.62,2820.14,14.75,3.56,65.7,2019-08-31,2024-12-22,
CUST12685,1,Q3,Yes,0,60,Offer C,No,16.9,No,No,288.8,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.08,3629.96,8.28,6.45,22.75,2019-12-31,2024-12-26,
CUST12686,1,Q2,No,0,36,Offer A,No,23.45,Yes,Cable,56.2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,115.65,4180.04,11.9,11.67,29.51,2021-12-31,2024-12-20,
CUST12687,1,Q1,Yes,1,32,Offer E,No,19.78,No,Cable,85.3,No,No,No,Yes,Yes,No,Yes,Yes,One Year,No,Mailed Check,62.93,2057.9,9.88,5.52,78.07,2022-04-30,2024-12-18,
CUST12688,1,Q2,No,1,17,Offer D,No,29.75,Yes,Fiber Optic,75.7,Yes,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,51.76,885.59,23.17,1.93,31.86,2023-07-31,2024-12-16,
CUST12689,1,Q2,No,1,26,Offer A,Yes,12.18,No,Fiber Optic,279.7,No,Yes,Yes,No,No,No,Yes,No,One Year,No,Bank Withdrawal,94.97,2516.36,17.89,11.27,68.0,2022-10-31,2024-12-19,
CUST12690,1,Q1,Yes,0,55,Offer C,Yes,36.64,No,DSL,214.0,No,No,Yes,Yes,No,No,Yes,No,Two Year,No,Credit Card,73.99,4111.22,5.83,2.78,6.88,2020-05-31,2024-12-04,
CUST12691,1,Q3,No,0,13,Offer E,Yes,37.51,Yes,DSL,295.2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,80.36,1073.62,1.03,2.22,31.86,2023-11-30,2024-12-26,
CUST12692,1,Q1,No,3,43,Offer D,Yes,36.0,Yes,No,38.5,No,No,No,Yes,No,Yes,No,No,Two Year,No,Bank Withdrawal,83.46,3607.94,3.99,5.75,16.75,2021-05-31,2024-12-16,2023-02-20
CUST12693,1,Q2,No,1,24,Offer C,No,31.41,No,Cable,183.1,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,111.84,2705.51,23.58,1.35,52.16,2022-12-31,2024-12-03,2024-11-05
CUST12694,1,Q1,Yes,2,40,Offer D,Yes,7.47,No,No,220.2,Yes,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,71.07,2864.46,19.5,1.25,51.52,2021-08-31,2024-12-10,
CUST12695,1,Q4,No,0,37,None,Yes,7.79,Yes,Cable,230.9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,62.45,2335.62,13.11,5.8,36.03,2021-11-30,2024-12-19,
CUST12696,1,Q4,No,2,47,Offer B,No,25.01,No,Cable,65.7,No,No,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,115.27,5444.01,22.75,12.1,18.78,2021-01-31,2024-12-03,
CUST12697,1,Q3,Yes,1,66,Offer C,No,7.23,No,DSL,86.7,No,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,24.71,1632.88,18.88,4.35,1.08,2019-06-30,2024-12-05,
CUST12698,1,Q4,Yes,1,69,None,No,21.35,No,No,183.5,No,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,102.31,7069.29,1.2,2.36,74.41,2019-03-31,2024-12-21,
CUST12699,1,Q1,Yes,0,70,Offer C,Yes,26.92,Yes,Cable,211.5,No,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,63.71,4489.29,10.02,0.3,45.02,2019-02-28,2024-12-09,2024-06-04
CUST12700,1,Q4,No,0,44,Offer B,Yes,28.96,No,Cable,27.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,104.91,4641.74,3.66,10.88,14.33,2021-04-30,2024-12-19,
CUST12701,1,Q1,No,1,33,Offer C,No,37.07,No,Cable,249.7,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,68.81,2302.72,1.33,1.26,39.93,2022-03-31,2024-12-07,
CUST12702,1,Q4,No,1,50,Offer B,No,8.11,No,Cable,188.8,No,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,27.4,1405.76,23.28,8.39,76.22,2020-10-31,2024-12-12,
CUST12703,1,Q2,Yes,0,20,Offer B,Yes,38.45,Yes,Cable,129.8,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,36.53,743.93,6.12,9.81,20.16,2023-04-30,2024-12-07,2023-10-01
CUST12704,1,Q1,Yes,0,50,None,No,29.9,No,DSL,166.8,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,50.61,2570.66,2.64,11.94,8.85,2020-10-31,2024-12-06,
CUST12705,1,Q1,Yes,1,57,Offer E,No,23.98,No,No,134.2,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,31.38,1804.63,14.48,14.7,32.35,2020-03-31,2024-12-20,
CUST12706,1,Q3,No,3,52,Offer C,Yes,25.29,Yes,No,100.7,Yes,Yes,Yes,No,No,Yes,No,No,Two Year,No,Mailed Check,106.82,5575.8,13.17,3.91,25.7,2020-08-31,2024-12-17,2023-04-24
CUST12707,1,Q3,No,2,41,Offer E,Yes,5.25,No,Fiber Optic,87.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,43.2,1809.56,0.0,7.39,8.53,2021-07-31,2024-12-06,
CUST12708,1,Q4,Yes,1,24,Offer D,No,22.35,Yes,DSL,141.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Mailed Check,119.38,2907.12,6.02,14.31,54.42,2022-12-31,2024-12-23,
CUST12709,1,Q2,Yes,2,32,Offer B,Yes,10.29,Yes,Cable,226.8,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,49.84,1644.14,24.78,8.03,1.41,2022-04-30,2024-12-17,
CUST12710,1,Q3,No,2,17,Offer C,Yes,18.86,No,Cable,111.9,Yes,No,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,64.71,1144.26,17.98,8.67,64.12,2023-07-31,2024-12-20,
CUST12711,1,Q3,Yes,0,60,Offer E,No,32.26,No,Fiber Optic,141.5,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.59,6601.87,24.54,5.35,8.0,2019-12-31,2024-12-14,
CUST12712,1,Q4,No,1,16,None,Yes,9.16,Yes,DSL,199.4,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,82.02,1357.21,12.75,11.22,73.53,2023-08-31,2024-12-02,
CUST12713,1,Q3,No,2,44,Offer A,Yes,39.92,No,Fiber Optic,130.7,No,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,108.86,4819.72,11.86,1.08,7.81,2021-04-30,2024-12-25,
CUST12714,1,Q1,Yes,1,6,Offer A,No,31.38,Yes,Cable,115.2,No,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.5,499.3,9.33,14.15,76.73,2024-06-30,2024-12-18,
CUST12715,1,Q3,Yes,0,56,Offer B,No,31.02,No,No,239.4,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,49.6,2787.3,9.14,1.04,51.97,2020-04-30,2024-12-09,
CUST12716,1,Q3,No,2,15,Offer B,Yes,35.32,Yes,Fiber Optic,151.2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,60.02,929.38,12.11,8.81,45.71,2023-09-30,2024-12-25,
CUST12717,1,Q1,Yes,1,50,None,No,13.26,Yes,Fiber Optic,57.6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,63.2,3184.25,23.87,5.91,39.1,2020-10-31,2024-12-15,
CUST12718,1,Q3,No,3,55,Offer B,Yes,36.66,No,DSL,21.7,Yes,No,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,40.32,2263.22,18.69,7.91,17.57,2020-05-31,2024-12-25,
CUST12719,1,Q1,No,2,41,None,Yes,22.59,Yes,Cable,272.4,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,54.86,2293.43,0.01,4.44,57.21,2021-07-31,2024-12-22,
CUST12720,1,Q4,No,0,35,Offer A,No,18.89,No,Cable,291.5,Yes,Yes,Yes,No,No,No,Yes,No,Two Year,Yes,Mailed Check,116.73,4117.29,20.9,9.62,48.08,2022-01-31,2024-12-05,
CUST12721,1,Q1,Yes,0,43,None,No,18.79,No,Cable,185.1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,30.03,1295.32,20.88,7.84,36.13,2021-05-31,2024-12-17,
CUST12722,1,Q3,Yes,1,31,Offer B,No,21.9,No,Fiber Optic,170.7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,106.38,3312.67,16.91,1.18,70.95,2022-05-31,2024-12-06,
CUST12723,1,Q2,Yes,1,26,None,Yes,24.49,No,Cable,210.5,No,No,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,95.78,2498.22,5.04,12.6,29.08,2022-10-31,2024-12-04,
CUST12724,1,Q2,Yes,2,32,Offer B,Yes,14.52,Yes,Cable,219.8,No,No,No,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,112.04,3589.9,5.93,1.95,35.84,2022-04-30,2024-12-25,2023-07-22
CUST12725,1,Q3,Yes,0,46,Offer D,No,20.73,Yes,Cable,168.8,No,No,No,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,100.31,4639.51,8.89,10.55,23.67,2021-02-28,2024-12-18,
CUST12726,1,Q2,Yes,1,22,Offer A,No,8.86,No,Fiber Optic,85.5,No,Yes,No,Yes,Yes,Yes,No,No,One Year,No,Mailed Check,110.14,2448.83,8.57,4.22,11.41,2023-02-28,2024-12-18,2024-05-30
CUST12727,1,Q1,Yes,3,63,None,No,19.07,Yes,Cable,101.5,No,Yes,No,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,28.87,1841.85,0.62,11.88,66.56,2019-09-30,2024-12-20,
CUST12728,1,Q1,No,0,38,Offer C,Yes,13.18,Yes,Fiber Optic,22.6,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,60.35,2295.16,0.19,14.3,9.91,2021-10-31,2024-12-26,
CUST12729,1,Q2,Yes,3,16,Offer E,No,11.98,No,No,246.7,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,112.88,1810.3,6.5,12.73,40.63,2023-08-31,2024-12-23,
CUST12730,1,Q3,No,1,27,Offer B,Yes,6.62,Yes,Cable,273.6,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,41.29,1144.08,22.57,3.32,55.65,2022-09-30,2024-12-26,
CUST12731,1,Q3,No,1,28,Offer E,Yes,39.82,Yes,Fiber Optic,50.9,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,40.39,1151.22,1.2,12.81,4.24,2022-08-31,2024-12-26,
CUST12732,1,Q2,No,0,42,Offer B,No,36.45,No,Fiber Optic,228.7,Yes,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,116.29,4892.79,10.36,10.66,68.05,2021-06-30,2024-12-25,
CUST12733,1,Q4,No,2,55,None,Yes,8.97,Yes,Cable,257.6,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,53.57,2971.25,14.09,8.06,35.6,2020-05-31,2024-12-13,2020-09-12
CUST12734,1,Q2,Yes,1,64,Offer A,No,17.44,No,DSL,196.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,52.8,3421.22,22.25,12.5,9.43,2019-08-31,2024-12-20,
CUST12735,1,Q1,No,0,53,None,No,32.92,No,Fiber Optic,48.6,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,81.41,4332.75,3.15,8.25,26.75,2020-07-31,2024-12-23,
CUST12736,1,Q4,Yes,2,6,Offer E,Yes,18.8,No,Cable,224.0,No,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.25,501.31,14.77,4.53,41.29,2024-06-30,2024-12-19,
CUST12737,1,Q4,Yes,2,48,Offer A,No,17.74,No,Fiber Optic,20.4,No,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,109.95,5301.07,21.99,0.7,50.8,2020-12-31,2024-12-15,
CUST12738,1,Q4,No,2,14,Offer B,Yes,18.89,Yes,Cable,275.2,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,23.55,335.67,17.25,2.82,30.05,2023-10-31,2024-12-13,
CUST12739,1,Q1,No,1,52,Offer A,No,30.45,Yes,DSL,108.1,No,Yes,Yes,No,No,No,Yes,No,Two Year,Yes,Credit Card,95.1,4959.05,2.32,10.54,0.69,2020-08-31,2024-12-20,
CUST12740,1,Q3,Yes,0,35,Offer D,Yes,32.44,No,Cable,219.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Mailed Check,71.78,2519.86,24.92,0.1,32.61,2022-01-31,2024-12-25,2024-06-15
CUST12741,1,Q3,No,0,37,None,Yes,22.37,Yes,DSL,288.5,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,86.68,3229.5,13.84,10.42,76.07,2021-11-30,2024-12-19,
CUST12742,1,Q1,No,2,50,None,Yes,30.26,No,Fiber Optic,296.7,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Mailed Check,70.91,3545.69,14.65,7.83,62.49,2020-10-31,2024-12-15,
CUST12743,1,Q2,No,1,61,Offer A,No,24.88,Yes,Cable,268.4,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,97.57,5978.92,19.22,9.23,46.73,2019-11-30,2024-12-11,
CUST12744,1,Q3,No,0,37,None,Yes,31.62,Yes,DSL,63.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,96.65,3590.99,18.14,5.71,40.65,2021-11-30,2024-12-02,
CUST12745,1,Q2,Yes,0,19,None,Yes,8.89,No,Cable,233.1,No,No,No,No,No,No,No,No,One Year,No,Credit Card,110.0,2135.53,5.67,1.85,67.47,2023-05-31,2024-12-05,
CUST12746,1,Q1,Yes,1,12,Offer E,No,34.84,No,DSL,134.4,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,113.96,1370.86,21.18,2.85,26.59,2023-12-31,2024-12-24,
CUST12747,1,Q2,No,1,66,Offer C,No,30.44,Yes,Cable,22.2,Yes,No,Yes,Yes,No,No,Yes,No,Two Year,No,Bank Withdrawal,42.17,2794.92,2.7,8.15,68.25,2019-06-30,2024-12-08,
CUST12748,1,Q1,No,0,15,None,Yes,29.33,No,No,102.8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,118.52,1784.43,14.14,1.68,49.09,2023-09-30,2024-12-10,
CUST12749,1,Q4,Yes,0,31,Offer E,Yes,35.84,No,Cable,166.7,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.06,2466.12,13.15,7.86,10.23,2022-05-31,2024-12-18,
CUST12750,1,Q1,Yes,1,46,Offer B,No,39.78,No,DSL,150.8,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,90.32,4186.2,8.71,7.96,56.89,2021-02-28,2024-12-02,
CUST12751,1,Q2,No,1,60,Offer A,No,30.11,No,Fiber Optic,254.5,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.77,5249.87,5.31,5.21,32.78,2019-12-31,2024-12-14,
CUST12752,1,Q4,No,1,29,Offer E,No,33.9,Yes,No,119.0,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,106.13,3103.22,17.34,6.64,3.09,2022-07-31,2024-12-15,
CUST12753,1,Q2,Yes,1,14,Offer D,No,17.54,No,DSL,96.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,86.94,1250.61,14.13,14.35,11.58,2023-10-31,2024-12-10,
CUST12754,1,Q1,Yes,2,44,Offer E,Yes,23.38,No,No,274.4,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,101.95,4533.18,21.35,1.73,72.91,2021-04-30,2024-12-14,
CUST12755,1,Q3,No,1,68,Offer A,No,6.4,No,DSL,146.7,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,56.28,3854.2,17.8,9.16,54.42,2019-04-30,2024-12-17,
CUST12756,1,Q1,No,1,13,Offer A,No,39.46,No,No,266.9,No,No,No,No,No,No,Yes,No,One Year,No,Mailed Check,107.08,1439.4,15.47,10.82,6.58,2023-11-30,2024-12-23,
CUST12757,1,Q2,No,0,55,Offer B,No,35.58,No,DSL,67.1,No,No,No,Yes,No,No,No,No,One Year,Yes,Mailed Check,71.89,3986.25,22.67,9.14,7.44,2020-05-31,2024-12-17,
CUST12758,1,Q4,No,2,44,Offer B,Yes,22.18,Yes,Fiber Optic,95.5,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.21,2042.74,0.92,10.98,2.39,2021-04-30,2024-12-05,
CUST12759,1,Q2,No,2,32,Offer B,Yes,21.65,No,No,284.6,No,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,93.89,3026.38,11.31,0.96,78.46,2022-04-30,2024-12-17,
CUST12760,1,Q1,No,0,49,Offer A,No,29.92,Yes,No,55.3,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,36.47,1814.05,16.64,11.95,0.06,2020-11-30,2024-12-11,
CUST12761,1,Q2,Yes,2,47,Offer A,Yes,17.93,Yes,DSL,212.7,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Mailed Check,116.41,5488.06,3.68,8.33,41.87,2021-01-31,2024-12-23,
CUST12762,1,Q2,Yes,0,8,Offer B,No,18.42,Yes,No,148.5,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,108.22,869.09,3.77,10.51,33.81,2024-04-30,2024-12-11,
CUST12763,1,Q4,Yes,1,46,Offer A,Yes,8.73,No,Cable,112.1,Yes,Yes,No,No,No,Yes,No,No,One Year,No,Bank Withdrawal,39.43,1833.55,10.75,5.45,37.04,2021-02-28,2024-12-22,
CUST12764,1,Q1,No,5,58,Offer C,No,18.81,No,No,264.7,No,No,Yes,No,Yes,No,Yes,No,One Year,No,Bank Withdrawal,58.76,3419.59,12.67,0.05,9.06,2020-02-29,2024-12-07,2021-10-31
CUST12765,1,Q4,No,1,31,None,No,6.08,Yes,Cable,267.0,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,58.44,1833.91,7.06,5.74,25.93,2022-05-31,2024-12-12,2023-06-10
CUST12766,1,Q1,Yes,2,32,Offer B,No,24.03,No,DSL,85.6,No,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,31.42,1034.04,12.48,11.34,8.25,2022-04-30,2024-12-10,
